,priceList,departureOperatorList,returnOperatorList,departureDateList,returnDateList,daysToFlight
1671,804,Wizz Air,Wizz Air,2023-09-22,2023-09-24,109
1672,928,Wizz Air,Ryanair,2023-09-22,2023-09-24,109
1673,1109,Ryanair,Ryanair,2023-09-22,2023-09-24,109
1674,1006,Wizz Air,Ryanair,2023-09-22,2023-09-24,109
1675,1106,Ryanair,Ryanair,2023-09-22,2023-09-24,109
1676,1002,Wizz Air,Ryanair,2023-09-22,2023-09-24,109
1677,1578,Ryanair,Wizz Air,2023-09-22,2023-09-24,109
1678,818,Air Serbia,Wizz Air,2023-09-22,2023-09-24,109
1679,896,Air Serbia,Ryanair,2023-09-22,2023-09-24,109
1680,940,Wizz Air,Ryanair,2023-09-22,2023-09-24,109
1681,1019,Air Serbia,Ryanair,2023-09-22,2023-09-24,109
1682,1022,Air Serbia,Ryanair,2023-09-22,2023-09-24,109
1683,775,Ryanair,Ryanair,2023-09-23,2023-09-25,110
1684,465,Ryanair,Wizz Air Malta,2023-09-23,2023-09-25,110
1685,859,Ryanair,Ryanair,2023-09-23,2023-09-25,110
1686,862,Ryanair,Ryanair,2023-09-23,2023-09-25,110
1687,938,Ryanair,Ryanair,2023-09-23,2023-09-25,110
1688,698,Ryanair,Wizz Air,2023-09-23,2023-09-25,110
1689,736,Ryanair,Wizz Air,2023-09-23,2023-09-25,110
1690,959,Lufthansa,Wizz Air,2023-09-23,2023-09-25,110
1691,1411,Ryanair,Wizz Air,2023-09-23,2023-09-25,110
1692,829,Lufthansa,Lufthansa,2023-09-23,2023-09-25,110
1693,886,Ryanair,Wizz Air,2023-09-23,2023-09-25,110
1694,905,Ryanair,Ryanair,2023-09-23,2023-09-25,110
1695,936,Lufthansa,Lufthansa,2023-09-23,2023-09-25,110
1696,997,Ryanair,Air Serbia,2023-09-23,2023-09-25,110
1697,1020,Ryanair,Ryanair,2023-09-23,2023-09-25,110
1698,1035,Austrian Airlines,Wizz Air,2023-09-23,2023-09-25,110
1699,525,Wizz Air,Wizz Air,2023-09-24,2023-09-26,111
1700,544,Wizz Air,Wizz Air,2023-09-24,2023-09-26,111
1701,582,Wizz Air,Ryanair,2023-09-24,2023-09-26,111
1702,683,Wizz Air,Ryanair,2023-09-24,2023-09-26,111
1703,746,Wizz Air,Ryanair,2023-09-24,2023-09-26,111
1704,538,Wizz Air,Ryanair,2023-09-24,2023-09-26,111
1705,777,Ryanair,Wizz Air,2023-09-24,2023-09-26,111
1706,804,Ryanair,Wizz Air,2023-09-24,2023-09-26,111
1707,817,Ryanair,Ryanair,2023-09-24,2023-09-26,111
1708,873,Ryanair,Ryanair,2023-09-24,2023-09-26,111
1709,967,Ryanair,Ryanair,2023-09-24,2023-09-26,111
1710,1038,Ryanair,Ryanair,2023-09-24,2023-09-26,111
1711,528,Wizz Air,Ryanair,2023-09-24,2023-09-26,111
1712,805,Wizz Air,Ryanair,2023-09-24,2023-09-26,111
1713,880,Wizz Air,Ryanair,2023-09-24,2023-09-26,111
1714,833,Wizz Air,Ryanair,2023-09-25,2023-09-27,112
1715,641,Wizz Air,Vueling,2023-09-25,2023-09-27,112
1716,808,Wizz Air,Wizz Air,2023-09-25,2023-09-27,112
1717,898,Wizz Air,Ryanair,2023-09-25,2023-09-27,112
1718,979,Wizz Air,Ryanair,2023-09-25,2023-09-27,112
1719,1056,Ryanair,Wizz Air,2023-09-25,2023-09-27,112
1720,1083,Ryanair,Ryanair,2023-09-25,2023-09-27,112
1721,1148,Ryanair,Ryanair,2023-09-25,2023-09-27,112
1722,1160,Ryanair,Ryanair,2023-09-25,2023-09-27,112
1723,1232,Ryanair,Ryanair,2023-09-25,2023-09-27,112
1724,749,Wizz Air,Wizz Air,2023-09-25,2023-09-27,112
1725,753,Air Serbia,Wizz Air,2023-09-25,2023-09-27,112
1726,815,Air Serbia,Ryanair,2023-09-25,2023-09-27,112
1727,905,Wizz Air,Ryanair,2023-09-25,2023-09-27,112
1728,1004,Ryanair,Wizz Air,2023-09-25,2023-09-27,112
1729,1010,Wizz Air,Air Serbia,2023-09-25,2023-09-27,112
1730,722,Ryanair,Wizz Air,2023-09-26,2023-09-28,113
1731,618,Wizz Air,Wizz Air Malta,2023-09-26,2023-09-28,113
1732,784,Ryanair,Wizz Air,2023-09-26,2023-09-28,113
1733,620,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-26,2023-09-28,113
1734,682,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-26,2023-09-28,113
1735,712,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-26,2023-09-28,113
1736,779,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-26,2023-09-28,113
1737,826,Wizz Air,ITA Airways,2023-09-26,2023-09-28,113
1738,980,Ryanair,Air Serbia,2023-09-26,2023-09-28,113
1739,1141,Lufthansa,Wizz Air,2023-09-26,2023-09-28,113
1740,1179,Lufthansa,Lufthansa,2023-09-26,2023-09-28,113
1741,1203,Lufthansa,Wizz Air,2023-09-26,2023-09-28,113
1742,1233,Lufthansa,Ryanair,2023-09-26,2023-09-28,113
1743,680,Wizz Air,Wizz Air Malta,2023-09-26,2023-09-28,113
1744,710,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-26,2023-09-28,113
1745,425,Wizz Air,Wizz Air,2023-09-27,2023-09-29,114
1746,524,Wizz Air,Ryanair,2023-09-27,2023-09-29,114
1747,593,Wizz Air,Ryanair,2023-09-27,2023-09-29,114
1748,774,Ryanair,Wizz Air,2023-09-27,2023-09-29,114
1749,891,Ryanair,Ryanair,2023-09-27,2023-09-29,114
1750,710,Wizz Air,Ryanair,2023-09-27,2023-09-29,114
1751,865,Ryanair,Wizz Air,2023-09-27,2023-09-29,114
1752,876,Wizz Air,Wizz Air,2023-09-27,2023-09-29,114
1753,951,Wizz Air,Ryanair,2023-09-27,2023-09-29,114
1754,954,Ryanair,Ryanair,2023-09-27,2023-09-29,114
1755,1046,Ryanair,Ryanair,2023-09-27,2023-09-29,114
1756,543,Wizz Air,ITA Airways,2023-09-27,2023-09-29,114
1757,593,Wizz Air,Aeroitalia,2023-09-27,2023-09-29,114
1758,696,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-27,2023-09-29,114
1759,760,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-27,2023-09-29,114
1760,812,Ryanair,Wizz Air,2023-09-28,2023-09-30,115
1761,565,Ryanair,Wizz Air,2023-09-28,2023-09-30,115
1762,1000,Ryanair,Ryanair,2023-09-28,2023-09-30,115
1763,1093,Ryanair,Ryanair,2023-09-28,2023-09-30,115
1764,1114,Ryanair,Ryanair,2023-09-28,2023-09-30,115
1765,1217,Ryanair,Wizz Air,2023-09-28,2023-09-30,115
1766,1359,Ryanair,Ryanair,2023-09-28,2023-09-30,115
1767,1060,Eurowings,Wizz Air,2023-09-28,2023-09-30,115
1768,1217,Eurowings,Ryanair,2023-09-28,2023-09-30,115
1769,1223,Ryanair,Wizz Air,2023-09-28,2023-09-30,115
1770,1316,Eurowings,Ryanair,2023-09-28,2023-09-30,115
1771,641,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-28,2023-09-30,115
1772,766,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-28,2023-09-30,115
1773,819,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-28,2023-09-30,115
1774,825,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-28,2023-09-30,115
1775,873,Wizz Air,Wizz Air,2023-09-29,2023-10-01,116
1776,757,Wizz Air,Ryanair,2023-09-29,2023-10-01,116
1777,898,Wizz Air,Wizz Air,2023-09-29,2023-10-01,116
1778,780,Wizz Air,Ryanair,2023-09-29,2023-10-01,116
1779,787,Wizz Air,Ryanair,2023-09-29,2023-10-01,116
1780,1112,Air Serbia,Wizz Air,2023-09-29,2023-10-01,116
1781,1132,Air Serbia,Wizz Air,2023-09-29,2023-10-01,116
1782,1211,Ryanair,Wizz Air,2023-09-29,2023-10-01,116
1783,1213,Ryanair,Wizz Air,2023-09-29,2023-10-01,116
1784,800,Wizz Air,Air Serbia,2023-09-29,2023-10-01,116
1785,1001,Wizz Air,LOT,2023-09-29,2023-10-01,116
1786,1063,Wizz Air,Ryanair,2023-09-29,2023-10-01,116
1787,1070,Air Serbia,Air Serbia,2023-09-29,2023-10-01,116
1788,810,Kilka linii lotniczych,Kilka linii lotniczych,2023-09-29,2023-10-01,116
1789,830,Wizz Air,Wizz Air,2023-09-29,2023-10-01,116
1790,913,Ryanair,Wizz Air,2023-09-30,2023-10-02,117
1791,859,Ryanair,Air Serbia,2023-09-30,2023-10-02,117
1792,1008,Ryanair,Wizz Air,2023-09-30,2023-10-02,117
1793,1097,Ryanair,Wizz Air,2023-09-30,2023-10-02,117
1794,1837,Lufthansa,Wizz Air,2023-09-30,2023-10-02,117
1795,1076,KLM,Ryanair,2023-09-30,2023-10-02,117
1796,1083,KLM,Ryanair,2023-09-30,2023-10-02,117
1797,1431,Austrian Airlines,Wizz Air,2023-09-30,2023-10-02,117
1798,1650,Austrian Airlines,Wizz Air,2023-09-30,2023-10-02,117
1799,1748,Austrian Airlines,Wizz Air,2023-09-30,2023-10-02,117
1800,2038,KLM,Wizz Air,2023-09-30,2023-10-02,117
1801,2093,Lufthansa,Wizz Air,2023-09-30,2023-10-02,117
1802,2157,Lufthansa,Wizz Air,2023-09-30,2023-10-02,117
1803,1005,Air France,Ryanair,2023-09-30,2023-10-02,117
1804,1008,Austrian Airlines,Austrian Airlines,2023-09-30,2023-10-02,117
1805,965,Wizz Air,Ryanair,2023-10-01,2023-10-03,118
1806,797,Ryanair,Wizz Air,2023-10-01,2023-10-03,118
1807,967,Ryanair,Wizz Air,2023-10-01,2023-10-03,118
1808,988,Wizz Air,Ryanair,2023-10-01,2023-10-03,118
1809,1007,Wizz Air,Ryanair,2023-10-01,2023-10-03,118
1810,1014,Ryanair,Wizz Air,2023-10-01,2023-10-03,118
1811,1037,Wizz Air,Ryanair,2023-10-01,2023-10-03,118
1812,1103,Ryanair,Wizz Air,2023-10-01,2023-10-03,118
1813,1146,Wizz Air,Wizz Air,2023-10-01,2023-10-03,118
1814,1282,Wizz Air,Wizz Air,2023-10-01,2023-10-03,118
1815,1010,Kilka linii lotniczych,Kilka linii lotniczych,2023-10-01,2023-10-03,118
1816,1148,Wizz Air,LOT,2023-10-01,2023-10-03,118
1817,1149,Kilka linii lotniczych,Kilka linii lotniczych,2023-10-01,2023-10-03,118
1818,1592,Wizz Air,Austrian Airlines,2023-10-01,2023-10-03,118
1819,1615,LOT,Wizz Air,2023-10-01,2023-10-03,118
1820,1761,LOT,Wizz Air,2023-10-01,2023-10-03,118
1821,739,Ryanair,Ryanair,2023-10-02,2023-10-04,119
1822,660,Kilka linii lotniczych,Kilka linii lotniczych,2023-10-02,2023-10-04,119
1823,774,Ryanair,Ryanair,2023-10-02,2023-10-04,119
1824,779,Wizz Air,Ryanair,2023-10-02,2023-10-04,119
1825,792,Ryanair,Ryanair,2023-10-02,2023-10-04,119
1826,811,Ryanair,Ryanair,2023-10-02,2023-10-04,119
1827,813,Wizz Air,Ryanair,2023-10-02,2023-10-04,119
1828,824,Wizz Air,Ryanair,2023-10-02,2023-10-04,119
1829,843,Wizz Air,Ryanair,2023-10-02,2023-10-04,119
1830,922,Ryanair,Wizz Air,2023-10-02,2023-10-04,119
1831,961,Wizz Air,Wizz Air,2023-10-02,2023-10-04,119
1832,1047,Ryanair,Wizz Air,2023-10-02,2023-10-04,119
1833,1098,Wizz Air,Wizz Air,2023-10-02,2023-10-04,119
1834,853,Air Serbia,Ryanair,2023-10-02,2023-10-04,119
1835,836,Kilka linii lotniczych,Kilka linii lotniczych,2023-10-02,2023-10-04,119
1836,925,Air Serbia,Ryanair,2023-10-02,2023-10-04,119
1837,766,Ryanair,Ryanair,2023-10-03,2023-10-05,120
1838,665,Ryanair,Wizz Air,2023-10-03,2023-10-05,120
1839,813,Ryanair,Ryanair,2023-10-03,2023-10-05,120
1840,830,Ryanair,Ryanair,2023-10-03,2023-10-05,120
1841,906,Ryanair,Wizz Air,2023-10-03,2023-10-05,120
1842,892,Ryanair,Ryanair,2023-10-03,2023-10-05,120
1843,1087,Ryanair,Wizz Air,2023-10-03,2023-10-05,120
1844,806,Ryanair,Ryanair,2023-10-03,2023-10-05,120
1845,851,Ryanair,Ryanair,2023-10-03,2023-10-05,120
1846,884,Ryanair,Ryanair,2023-10-03,2023-10-05,120
1847,976,Ryanair,Wizz Air,2023-10-03,2023-10-05,120
1848,780,Kilka linii lotniczych,Kilka linii lotniczych,2023-10-03,2023-10-05,120
1849,800,Ryanair,Ryanair,2023-10-03,2023-10-05,120
1850,823,Kilka linii lotniczych,Kilka linii lotniczych,2023-10-03,2023-10-05,120
1851,840,Ryanair,Ryanair,2023-10-03,2023-10-05,120
1852,849,Kilka linii lotniczych,Kilka linii lotniczych,2023-10-03,2023-10-05,120
1853,774,Ryanair,Ryanair,2023-10-04,2023-10-06,121
1854,599,Kilka linii lotniczych,Kilka linii lotniczych,2023-10-04,2023-10-06,121
1855,819,Ryanair,Ryanair,2023-10-04,2023-10-06,121
1856,838,Ryanair,Ryanair,2023-10-04,2023-10-06,121
1857,916,Ryanair,Wizz Air,2023-10-04,2023-10-06,121
1858,953,Wizz Air,Ryanair,2023-10-04,2023-10-06,121
1859,999,Wizz Air,Ryanair,2023-10-04,2023-10-06,121
1860,896,Ryanair,Ryanair,2023-10-04,2023-10-06,121
1861,1108,Wizz Air,Wizz Air,2023-10-04,2023-10-06,121
1862,1069,Wizz Air,Ryanair,2023-10-04,2023-10-06,121
1863,1015,Wizz Air,Ryanair,2023-10-04,2023-10-06,121
1864,1040,Lufthansa,Ryanair,2023-10-04,2023-10-06,121
1865,1068,Eurowings,Ryanair,2023-10-04,2023-10-06,121
1866,1086,Lufthansa,Ryanair,2023-10-04,2023-10-06,121
1867,1156,Ryanair,Wizz Air,2023-10-04,2023-10-06,121
1868,802,Ryanair,Eurowings,2023-10-04,2023-10-06,121
1869,783,Ryanair,Ryanair,2023-10-05,2023-10-07,122
1870,828,Ryanair,Ryanair,2023-10-05,2023-10-07,122
1871,904,Ryanair,Ryanair,2023-10-05,2023-10-07,122
1872,918,Ryanair,Wizz Air,2023-10-05,2023-10-07,122
1873,898,Ryanair,Ryanair,2023-10-05,2023-10-07,122
1874,1239,Ryanair,Wizz Air,2023-10-05,2023-10-07,122
1875,1060,Ryanair,Wizz Air,2023-10-05,2023-10-07,122
1876,990,Eurowings,Ryanair,2023-10-05,2023-10-07,122
1877,1009,Ryanair,Air Serbia,2023-10-05,2023-10-07,122
1878,1017,Ryanair,Wizz Air,2023-10-05,2023-10-07,122
1879,1036,Eurowings,Ryanair,2023-10-05,2023-10-07,122
1880,1050,Lufthansa,Ryanair,2023-10-05,2023-10-07,122
1881,1096,Lufthansa,Ryanair,2023-10-05,2023-10-07,122
1882,1107,Eurowings,Ryanair,2023-10-05,2023-10-07,122
1883,1154,Eurowings,Wizz Air,2023-10-05,2023-10-07,122
1884,1069,Ryanair,Ryanair,2023-10-06,2023-10-08,123
1885,804,Kilka linii lotniczych,Kilka linii lotniczych,2023-10-06,2023-10-08,123
1886,1141,Ryanair,Ryanair,2023-10-06,2023-10-08,123
1887,1141,Ryanair,Ryanair,2023-10-06,2023-10-08,123
1888,1141,Ryanair,Ryanair,2023-10-06,2023-10-08,123
1889,1258,Ryanair,Wizz Air,2023-10-06,2023-10-08,123
1890,1076,Lufthansa,Ryanair,2023-10-06,2023-10-08,123
1891,1108,Lufthansa,Ryanair,2023-10-06,2023-10-08,123
1892,1468,Wizz Air,Wizz Air,2023-10-06,2023-10-08,123
1893,903,Air Serbia,Ryanair,2023-10-06,2023-10-08,123
1894,971,Ryanair,Ryanair,2023-10-06,2023-10-08,123
1895,1047,Air Serbia,Ryanair,2023-10-06,2023-10-08,123
1896,1047,Eurowings,Ryanair,2023-10-06,2023-10-08,123
1897,1055,Wizz Air,Ryanair,2023-10-06,2023-10-08,123
1898,1078,Air Serbia,Ryanair,2023-10-06,2023-10-08,123
1899,1127,Wizz Air,Ryanair,2023-10-06,2023-10-08,123
1900,745,Ryanair,Ryanair,2023-10-07,2023-10-09,124
1901,748,Ryanair,Ryanair,2023-10-07,2023-10-09,124
1902,812,Ryanair,Ryanair,2023-10-07,2023-10-09,124
1903,817,Ryanair,Ryanair,2023-10-07,2023-10-09,124
1904,928,Ryanair,Wizz Air,2023-10-07,2023-10-09,124
1905,1164,Ryanair,Wizz Air,2023-10-07,2023-10-09,124
1906,973,Ryanair,Wizz Air,2023-10-07,2023-10-09,124
1907,909,Ryanair,Aeroitalia,2023-10-07,2023-10-09,124
1908,932,Ryanair,Air Serbia,2023-10-07,2023-10-09,124
1909,953,Ryanair,Wizz Air,2023-10-07,2023-10-09,124
1910,1000,Lufthansa,Ryanair,2023-10-07,2023-10-09,124
1911,1031,Ryanair,Ryanair,2023-10-07,2023-10-09,124
1912,1051,Ryanair,Ryanair,2023-10-07,2023-10-09,124
1913,1068,Lufthansa,Ryanair,2023-10-07,2023-10-09,124
1914,1072,Lufthansa,Ryanair,2023-10-07,2023-10-09,124
1915,1176,Wizz Air,Wizz Air,2023-10-08,2023-10-10,125
1916,815,Air Serbia,Air Serbia,2023-10-08,2023-10-10,125
1917,1194,Wizz Air,Wizz Air,2023-10-08,2023-10-10,125
1918,878,Wizz Air,Ryanair,2023-10-08,2023-10-10,125
1919,968,Wizz Air,Ryanair,2023-10-08,2023-10-10,125
1920,1037,Wizz Air,Ryanair,2023-10-08,2023-10-10,125
1921,1037,Wizz Air,Ryanair,2023-10-08,2023-10-10,125
1922,1067,Ryanair,Wizz Air,2023-10-08,2023-10-10,125
1923,1293,Ryanair,Wizz Air,2023-10-08,2023-10-10,125
1924,918,Ryanair,Air Serbia,2023-10-08,2023-10-10,125
1925,1196,Wizz Air,LOT,2023-10-08,2023-10-10,125
1926,1883,Wizz Air,Lufthansa,2023-10-08,2023-10-10,125
1927,874,Kilka linii lotniczych,Kilka linii lotniczych,2023-10-08,2023-10-10,125
1928,1036,Kilka linii lotniczych,Kilka linii lotniczych,2023-10-08,2023-10-10,125
1929,1045,Wizz Air,Air Serbia,2023-10-08,2023-10-10,125
1930,1126,Kilka linii lotniczych,Kilka linii lotniczych,2023-10-08,2023-10-10,125
1931,686,Ryanair,Ryanair,2023-10-09,2023-10-11,126
1932,699,Ryanair,Ryanair,2023-10-09,2023-10-11,126
1933,789,Ryanair,Ryanair,2023-10-09,2023-10-11,126
1934,837,Wizz Air,Ryanair,2023-10-09,2023-10-11,126
1935,858,Ryanair,Ryanair,2023-10-09,2023-10-11,126
1936,921,Wizz Air,Ryanair,2023-10-09,2023-10-11,126
1937,967,Ryanair,Wizz Air,2023-10-09,2023-10-11,126
1938,990,Wizz Air,Ryanair,2023-10-09,2023-10-11,126
1939,1108,Wizz Air,Wizz Air,2023-10-09,2023-10-11,126
1940,778,Ryanair,Wizz Air,2023-10-09,2023-10-11,126
1941,826,Wizz Air,Ryanair,2023-10-09,2023-10-11,126
1942,917,Wizz Air,Wizz Air,2023-10-09,2023-10-11,126
1943,882,Air Serbia,Ryanair,2023-10-09,2023-10-11,126
1944,907,Air Serbia,Ryanair,2023-10-09,2023-10-11,126
1945,923,Ryanair,Ryanair,2023-10-09,2023-10-11,126
1946,669,Ryanair,Ryanair,2023-10-10,2023-10-12,127
1947,612,Ryanair,Ryanair,2023-10-10,2023-10-12,127
1948,672,Ryanair,Ryanair,2023-10-10,2023-10-12,127
1949,744,Ryanair,Wizz Air,2023-10-10,2023-10-12,127
1950,772,Ryanair,Ryanair,2023-10-10,2023-10-12,127
1951,772,Ryanair,Ryanair,2023-10-10,2023-10-12,127
1952,952,Ryanair,Wizz Air,2023-10-10,2023-10-12,127
1953,670,Ryanair,Ryanair,2023-10-10,2023-10-12,127
1954,683,Kilka linii lotniczych,Kilka linii lotniczych,2023-10-10,2023-10-12,127
1955,744,Ryanair,Wizz Air,2023-10-10,2023-10-12,127
1956,760,Ryanair,Wizz Air,2023-10-10,2023-10-12,127
1957,774,Ryanair,Ryanair,2023-10-10,2023-10-12,127
1958,800,Ryanair,ITA Airways,2023-10-10,2023-10-12,127
1959,848,Ryanair,Air Serbia,2023-10-10,2023-10-12,127
1960,877,Ryanair,Ryanair,2023-10-10,2023-10-12,127
1961,882,Ryanair,Ryanair,2023-10-10,2023-10-12,127
1962,666,Ryanair,Ryanair,2023-10-11,2023-10-13,128
1963,597,Kilka linii lotniczych,Kilka linii lotniczych,2023-10-11,2023-10-13,128
1964,669,Wizz Air,Ryanair,2023-10-11,2023-10-13,128
1965,672,Wizz Air,Ryanair,2023-10-11,2023-10-13,128
1966,678,Ryanair,Ryanair,2023-10-11,2023-10-13,128
1967,719,Ryanair,Wizz Air,2023-10-11,2023-10-13,128
1968,738,Wizz Air,Wizz Air,2023-10-11,2023-10-13,128
1969,855,Ryanair,Ryanair,2023-10-11,2023-10-13,128
1970,760,Wizz Air,Ryanair,2023-10-11,2023-10-13,128
1971,765,Ryanair,Ryanair,2023-10-11,2023-10-13,128
1972,715,Eurowings,Ryanair,2023-10-11,2023-10-13,128
1973,718,Eurowings,Ryanair,2023-10-11,2023-10-13,128
1974,857,Wizz Air,Ryanair,2023-10-11,2023-10-13,128
1975,893,Lufthansa,Ryanair,2023-10-11,2023-10-13,128
1976,896,Lufthansa,Ryanair,2023-10-11,2023-10-13,128
1977,926,Lufthansa,Ryanair,2023-10-11,2023-10-13,128
1978,786,Ryanair,Ryanair,2023-10-12,2023-10-14,129
1979,661,Wizz Air,Ryanair,2023-10-12,2023-10-14,129
1980,839,Ryanair,Wizz Air,2023-10-12,2023-10-14,129
1981,854,Ryanair,Ryanair,2023-10-12,2023-10-14,129
1982,957,Ryanair,Ryanair,2023-10-12,2023-10-14,129
1983,891,Ryanair,Ryanair,2023-10-12,2023-10-14,129
1984,1297,Ryanair,Wizz Air,2023-10-12,2023-10-14,129
1985,721,Eurowings,Ryanair,2023-10-12,2023-10-14,129
1986,791,Eurowings,Wizz Air,2023-10-12,2023-10-14,129
1987,824,Lufthansa,Ryanair,2023-10-12,2023-10-14,129
1988,886,Eurowings,Ryanair,2023-10-12,2023-10-14,129
1989,897,Lufthansa,Ryanair,2023-10-12,2023-10-14,129
1990,926,Lufthansa,Ryanair,2023-10-12,2023-10-14,129
1991,926,Lufthansa,Ryanair,2023-10-12,2023-10-14,129
1992,964,Lufthansa,Wizz Air,2023-10-12,2023-10-14,129
1993,967,Lufthansa,Ryanair,2023-10-12,2023-10-14,129
1994,817,Ryanair,Ryanair,2023-10-13,2023-10-15,130
1995,627,Kilka linii lotniczych,Kilka linii lotniczych,2023-10-13,2023-10-15,130
1996,848,Ryanair,Ryanair,2023-10-13,2023-10-15,130
1997,944,Ryanair,Wizz Air,2023-10-13,2023-10-15,130
1998,976,Ryanair,Ryanair,2023-10-13,2023-10-15,130
1999,894,Ryanair,Ryanair,2023-10-13,2023-10-15,130
2000,900,Air Serbia,Ryanair,2023-10-13,2023-10-15,130
2001,946,Lufthansa,Ryanair,2023-10-13,2023-10-15,130
2002,954,Air Serbia,Wizz Air,2023-10-13,2023-10-15,130
2003,968,Lufthansa,Ryanair,2023-10-13,2023-10-15,130
2004,986,Lufthansa,Ryanair,2023-10-13,2023-10-15,130
2005,993,Eurowings,Ryanair,2023-10-13,2023-10-15,130
2006,997,Ryanair,Air Serbia,2023-10-13,2023-10-15,130
2007,1008,Lufthansa,Ryanair,2023-10-13,2023-10-15,130
2008,1073,Lufthansa,Ryanair,2023-10-13,2023-10-15,130
2009,1088,Lufthansa,Wizz Air,2023-10-13,2023-10-15,130
2010,693,Ryanair,Ryanair,2023-10-14,2023-10-16,131
2011,631,Ryanair,Wizz Air Malta,2023-10-14,2023-10-16,131
2012,709,Ryanair,Ryanair,2023-10-14,2023-10-16,131
2013,800,Ryanair,Wizz Air,2023-10-14,2023-10-16,131
2014,852,Ryanair,Ryanair,2023-10-14,2023-10-16,131
2015,1016,Ryanair,Ryanair,2023-10-14,2023-10-16,131
2016,1189,Ryanair,Wizz Air,2023-10-14,2023-10-16,131
2017,873,Lufthansa,Ryanair,2023-10-14,2023-10-16,131
2018,898,Lufthansa,Ryanair,2023-10-14,2023-10-16,131
2019,931,Lufthansa,Ryanair,2023-10-14,2023-10-16,131
2020,769,Lufthansa,Lufthansa,2023-10-14,2023-10-16,131
2021,908,Lufthansa,Ryanair,2023-10-14,2023-10-16,131
2022,947,Ryanair,Ryanair,2023-10-14,2023-10-16,131
2023,1005,Ryanair,Ryanair,2023-10-14,2023-10-16,131
2024,1010,Ryanair,Aeroitalia,2023-10-14,2023-10-16,131
2025,1012,Lufthansa,Wizz Air,2023-10-14,2023-10-16,131
2026,878,Wizz Air,Ryanair,2023-10-15,2023-10-17,132
2027,772,Air Serbia,Ryanair,2023-10-15,2023-10-17,132
2028,880,Ryanair,Wizz Air,2023-10-15,2023-10-17,132
2029,919,Wizz Air,Ryanair,2023-10-15,2023-10-17,132
2030,976,Wizz Air,Ryanair,2023-10-15,2023-10-17,132
2031,1059,Wizz Air,Wizz Air,2023-10-15,2023-10-17,132
2032,1106,Ryanair,Wizz Air,2023-10-15,2023-10-17,132
2033,1202,Wizz Air,Ryanair,2023-10-15,2023-10-17,132
2034,1243,Ryanair,Wizz Air,2023-10-15,2023-10-17,132
2035,1285,Wizz Air,Wizz Air,2023-10-15,2023-10-17,132
2036,1343,Wizz Air,Austrian Airlines,2023-10-15,2023-10-17,132
2037,1365,Lufthansa,Wizz Air,2023-10-15,2023-10-17,132
2038,1449,Lufthansa,Wizz Air,2023-10-15,2023-10-17,132
2039,1593,Wizz Air,Lufthansa,2023-10-15,2023-10-17,132
2040,862,Lufthansa,Lufthansa,2023-10-15,2023-10-17,132
2041,1093,Wizz Air,LOT,2023-10-15,2023-10-17,132
2042,607,Wizz Air,Ryanair,2023-10-16,2023-10-18,133
2043,687,Ryanair,Ryanair,2023-10-16,2023-10-18,133
2044,699,Wizz Air,Ryanair,2023-10-16,2023-10-18,133
2045,782,Ryanair,Ryanair,2023-10-16,2023-10-18,133
2046,858,Ryanair,Ryanair,2023-10-16,2023-10-18,133
2047,919,Wizz Air,Ryanair,2023-10-16,2023-10-18,133
2048,1006,Ryanair,Ryanair,2023-10-16,2023-10-18,133
2049,988,Wizz Air,Wizz Air,2023-10-16,2023-10-18,133
2050,1048,Ryanair,Wizz Air,2023-10-16,2023-10-18,133
2051,787,Wizz Air,Ryanair,2023-10-16,2023-10-18,133
2052,829,Ryanair,Ryanair,2023-10-16,2023-10-18,133
2053,852,Eurowings,Ryanair,2023-10-16,2023-10-18,133
2054,887,Wizz Air,Ryanair,2023-10-16,2023-10-18,133
2055,894,Wizz Air,Ryanair,2023-10-16,2023-10-18,133
2056,947,Eurowings,Ryanair,2023-10-16,2023-10-18,133
2057,1181,Ryanair,Ryanair,2023-10-17,2023-10-19,134
2058,695,Ryanair,Ryanair,2023-10-17,2023-10-19,134
2059,1186,Ryanair,Ryanair,2023-10-17,2023-10-19,134
2060,1225,Ryanair,Ryanair,2023-10-17,2023-10-19,134
2061,1386,Ryanair,Ryanair,2023-10-17,2023-10-19,134
2062,1428,Ryanair,Wizz Air,2023-10-17,2023-10-19,134
2063,1632,Ryanair,Wizz Air,2023-10-17,2023-10-19,134
2064,851,Kilka linii lotniczych,Kilka linii lotniczych,2023-10-17,2023-10-19,134
2065,883,Ryanair,Ryanair,2023-10-17,2023-10-19,134
2066,1002,Lufthansa,Ryanair,2023-10-17,2023-10-19,134
2067,1008,KLM,Ryanair,2023-10-17,2023-10-19,134
2068,1050,Lufthansa,Ryanair,2023-10-17,2023-10-19,134
